-0.49519098 1.18803216 1.6560
0.64348630 0.14826036 0.4362
1.52372972 0.23414835 2.3773
0.76481593 -0.46932168 0.8053
-0.46920298 0.54311757 0.5150
-0.46572975 0.54267388 0.5113
0.24204600 0.19058034 0.0949
-1.91285735 -1.46353557 5.8015
-1.72491783 -0.56227951 3.2906
-0.30105923 -0.24544661 0.1510
1.46532570 2.26968970 7.2966
-2.06010626 -1.05349897 5.3544
-0.76171555 0.31932726 0.6820
-0.09635243 0.26741562 0.0808
-1.45363598 1.15891880 3.4576
-0.74216502 0.31906148 0.6527
-0.30230275 -1.04855297 1.1908
-1.42006867 -1.70627730 4.9279
0.64768854 1.52302986 2.7392
-0.23415337 -0.23413696 0.1096
1.57921282 0.76743473 3.0838
0.76743473 -0.46917858 0.8094
-0.53736681 1.01300569 1.3149
0.81252582 1.06714808 1.8001
0.68006984 -2.13868988 5.0378
-0.18949583 0.12885926 0.0526
0.65979518 -0.29169375 0.5204
-0.66562938 -0.89046901 1.2367
-0.43544160 -1.10499823 1.4109
0.59768235 0.81546930 1.0225
-0.95649576 0.98006381 1.8759
-1.31872069 -1.28195374 3.3825
0.15634897 1.23302984 1.5443
0.23618598 -0.85943966 0.7945
0.18182497 -0.18255470 0.0664
-0.17242821 -0.87810789 0.8012
-0.25554110 -2.79858911 7.8915
-0.35229225 -0.38405435 0.2714
1.13940068 -1.23482582 2.8229
0.40234164 -0.68106401 0.6257
-1.48114518 -1.07890117 3.3583
0.85742343 0.10366021 0.7462
0.66576960 1.17726386 1.8299
0.95566316 -0.25561615 0.9786
-1.61175641 0.82253002 3.2731
1.30017032 -0.18949583 1.7263
0.89644474 -0.45006428 1.0061
-0.20566739 -0.20682652 0.0852
0.68006984 1.13896806 2.7591
-0.87298334 -0.19274581 0.7990
-0.57332293 -0.45861998 0.5387
-1.17622877 -0.39210815 1.5373
1.46278226 -0.23142074 2.1936
-0.11564828 -0.30110016 0.1042
0.37569802 -0.60063869 0.5020
-0.29230603 -1.42512834 2.1171
-1.05771093 0.82253002 1.7943
0.82253002 0.70548767 1.1741
0.09707755 0.56852942 0.3324
-0.14601055 -0.46332745 0.2362
0.04575852 -0.18772403 0.0374
-0.18949583 1.49407907 2.2684
-0.20289559 0.90849474 0.8668
-0.30230275 0.10841055 0.1029
0.04575852 0.95566316 0.9156
1.76405235 0.40015721 3.2711
0.97873798 -0.15135721 0.9803
-0.10321885 0.41059850 0.1794
0.41059850 0.14404357 0.1894
1.45427351 0.76103773 2.6955
0.12167502 0.44386323 0.2119
0.33367433 0.14940841 0.1336
-0.20515826 0.03130677 0.0431
-0.85409574 -2.55298982 7.2451
0.65354625 0.86433639 1.1741
-0.74216502 -0.18330451 0.5843
-0.82488571 -1.94758521 4.4727
-0.62124058 -0.83921752 1.0904
0.31903910 -0.24937038 0.1640
0.31457796 0.51505509 0.3644
-0.25554110 -0.34934272 0.1874
-0.90802408 1.42964908 2.8685
-1.11731035 0.23689961 1.3047
0.86617615 0.44136444 0.9451
0.27676631 1.67021453 2.8665
-0.67661862 -0.89915245 1.2660
-0.13515818 1.49407907 2.2502
-0.20289559 -0.68864025 0.5157
-1.07727788 0.34791215 1.2819
0.15634897 1.23430748 1.5480
0.31457796 -0.47917424 0.3284
-0.59517003 1.85227818 3.7859
-0.01349722 -1.37529900 1.8925
-0.62124058 0.82355049 1.0640
-0.75524609 -0.89046901 1.3631
0.31931624 -0.07843018 0.1081
0.74505627 -1.34564700 2.3653
1.49407907 -2.06141687 6.4820
